ts,device_id,temp,humidity,co,lpg,smoke,nh3,motion,light
2018-01-02 00:00:00,sensor_1,19.9,59.2,0.002665,0.000582,0.000743,0.005307,0,0
2018-01-02 01:00:00,sensor_1,19.27,59.59,0.002024,0.001192,0.000542,0.009087,0,0
2018-01-02 02:00:00,sensor_1,18.04,59.91,0.000955,0.000762,0.000596,0.013458,0,0
2018-01-02 03:00:00,sensor_1,18.0,61.88,0.001856,0.000829,0.001035,0.012356,0,0
2018-01-02 04:00:00,sensor_1,18.0,61.96,0.001459,8.5e-05,0.000909,0.012523,0,0
2018-01-02 05:00:00,sensor_1,18.0,64.99,0.000103,0.001219,0.000552,0.014358,0,1
2018-01-02 06:00:00,sensor_1,18.0,64.53,0.001799,4.4e-05,0.001076,0.012194,1,1
2018-01-02 07:00:00,sensor_1,18.0,63.9,0.001709,0.000816,0.000865,0.013093,1,1
2018-01-02 08:00:00,sensor_1,18.0,63.37,0.002675,0.000855,0.000983,0.01209,0,1
2018-01-02 09:00:00,sensor_1,18.0,66.3,0.003286,0.00093,0.000718,0.01258,1,1
2018-01-02 10:00:00,sensor_1,18.0,63.0,0.000738,0.000954,0.001093,0.011152,0,1
2018-01-02 11:00:00,sensor_1,18.0,62.23,0.003015,0.001065,0.000702,0.01398,0,1
2018-01-02 12:00:00,sensor_1,18.0,61.08,0.001579,0.000395,0.001227,0.009442,0,1
2018-01-02 13:00:00,sensor_1,18.0,62.11,0.001378,0.001101,0.000804,0.014743,1,1
2018-01-02 14:00:00,sensor_1,18.0,58.46,0.000256,0.000732,0.001557,0.010096,0,1
2018-01-02 15:00:00,sensor_1,18.65,58.33,0.000471,0.000648,0.001391,0.006598,1,1
2018-01-02 16:00:00,sensor_1,19.55,59.14,0.000781,0.00035,0.000822,0.008098,1,1
2018-01-02 17:00:00,sensor_1,20.4,56.23,0.002077,0.000894,0.001072,0.006895,1,1
2018-01-02 18:00:00,sensor_1,21.35,54.46,0.004076,0.002192,0.001517,0.009006,1,1
2018-01-02 19:00:00,sensor_1,21.36,54.7,0.00537,0.001492,0.001072,0.006451,0,1
2018-01-02 20:00:00,sensor_1,21.58,56.21,0.00434,0.001233,0.000687,0.003296,1,1
2018-01-02 21:00:00,sensor_1,20.67,56.32,0.003533,0.001249,0.000826,0.006996,1,1
2018-01-02 22:00:00,sensor_1,20.27,58.36,0.000404,0.000295,0.000761,0.01221,0,0
2018-01-02 23:00:00,sensor_1,20.28,58.68,0.003131,0.000591,0.000388,0.013951,1,0
2018-01-03 00:00:00,sensor_1,19.44,59.9,0.000113,0.000553,0.00118,0.009914,0,0
2018-01-03 01:00:00,sensor_1,19.31,59.34,0.000491,0.001442,0.001055,0.008901,0,0
2018-01-03 02:00:00,sensor_1,18.17,60.77,0.002527,0.000344,0.001624,0.012683,0,0
2018-01-03 03:00:00,sensor_1,18.0,60.76,0.001947,0.001238,0.001462,0.017648,0,0
2018-01-03 04:00:00,sensor_1,18.0,62.13,0.002852,0.001371,0.000768,0.014599,0,0
2018-01-03 05:00:00,sensor_1,18.0,63.86,0.003617,0.000654,0.001144,0.010734,0,1
2018-01-03 06:00:00,sensor_1,18.0,62.56,0.00268,0.000609,0.001395,0.012674,1,1
2018-01-03 07:00:00,sensor_1,18.0,64.16,0.001811,0.001437,0.000818,0.01302,1,1
2018-01-03 08:00:00,sensor_1,18.0,65.03,0.00235,0.001069,0.001447,0.016545,1,1
2018-01-03 09:00:00,sensor_1,18.0,62.63,0.003102,0.000708,0.00049,0.009321,0,1
2018-01-03 10:00:00,sensor_1,18.0,65.54,0.000885,0.001082,0.000833,0.01287,1,1
2018-01-03 11:00:00,sensor_1,18.0,63.88,0.0014,0.000283,0.000803,0.010678,0,1
2018-01-03 12:00:00,sensor_1,18.0,62.22,0.001447,0.00114,0.001239,0.008874,1,1
2018-01-03 13:00:00,sensor_1,18.19,61.01,0.000992,0.001764,0.001059,0.010411,1,1
2018-01-03 14:00:00,sensor_1,19.37,60.31,0.000694,0.001042,0.001174,0.015623,0,1
2018-01-03 15:00:00,sensor_1,19.42,62.94,0.002332,0.001496,0.001224,0.009693,0,1
2018-01-03 16:00:00,sensor_1,19.59,59.15,0.001048,0.000944,0.000833,0.008158,0,0
2018-01-03 17:00:00,sensor_1,20.75,60.27,0.004168,0.001307,0.000846,0.013491,0,1
2018-01-03 18:00:00,sensor_1,22.09,63.14,0.007862,0.001249,0.001556,0.015452,1,1
2018-01-03 19:00:00,sensor_1,21.73,63.9,0.006445,0.002118,0.000839,0.012597,1,1
2018-01-03 20:00:00,sensor_1,22.48,58.23,0.007892,0.000152,0.000715,0.012875,0,1
2018-01-03 21:00:00,sensor_1,22.64,58.56,0.008315,0.001347,0.00096,0.011682,0,1
2018-01-03 22:00:00,sensor_1,21.78,57.14,0.0039,0.0013,0.001545,0.009675,0,0
2018-01-03 23:00:00,sensor_1,21.69,59.88,0.006056,0.001104,0.001089,0.013561,0,0
2018-01-04 00:00:00,sensor_1,21.23,61.24,0.005322,0.002061,0.001196,0.008901,0,0
2018-01-04 01:00:00,sensor_1,20.42,61.1,0.002784,0.000873,0.000815,0.009229,0,0
2018-01-04 02:00:00,sensor_1,20.47,62.81,0.00304,0.001231,0.000955,0.0118,0,0
2018-01-04 03:00:00,sensor_1,19.1,60.74,0.000701,0.001636,0.001093,0.010932,0,0
2018-01-04 04:00:00,sensor_1,18.19,61.34,0.002612,0.000744,0.001208,0.007933,0,0
2018-01-04 05:00:00,sensor_1,18.0,64.15,0.001922,0.00203,0.000618,0.013261,0,1
2018-01-04 06:00:00,sensor_1,18.0,66.82,0.003085,0.001582,0.001111,0.012341,0,1
2018-01-04 07:00:00,sensor_1,18.0,65.53,0.005193,0.000275,0.000997,0.012152,0,1
2018-01-04 08:00:00,sensor_1,18.0,63.57,0.000641,0.001667,0.001221,0.013305,1,0
2018-01-04 09:00:00,sensor_1,18.0,64.0,0.000987,0.000285,0.001274,0.012246,1,1
2018-01-04 10:00:00,sensor_1,18.0,65.11,0.002474,0.000466,0.000935,0.011206,0,0
2018-01-04 11:00:00,sensor_1,18.0,63.62,0.003145,0.000995,0.001066,0.014291,0,1
2018-01-04 12:00:00,sensor_1,18.0,62.63,0.002137,0.000979,0.001587,0.011123,0,1
2018-01-04 13:00:00,sensor_1,18.25,61.96,0.002122,0.001436,0.001035,0.010001,1,1
2018-01-04 14:00:00,sensor_1,19.08,62.04,0.000803,0.002085,0.000931,0.009522,0,0
2018-01-04 15:00:00,sensor_1,20.07,58.8,0.002005,0.001489,0.000725,0.009153,1,1
2018-01-04 16:00:00,sensor_1,21.13,56.61,0.005981,0.000168,0.00093,0.006709,1,1
2018-01-04 17:00:00,sensor_1,21.41,58.27,0.005486,0.000147,0.001199,0.016483,0,1
2018-01-04 18:00:00,sensor_1,22.3,56.81,0.006573,0.001216,0.000974,0.006402,1,1
2018-01-04 19:00:00,sensor_1,22.51,59.43,0.005501,0.000464,0.000867,0.010664,1,1
2018-01-04 20:00:00,sensor_1,22.75,58.58,0.009863,0.000295,0.001078,0.011322,1,1
2018-01-04 21:00:00,sensor_1,22.49,58.96,0.005795,0.001011,0.001177,0.011291,1,1
2018-01-04 22:00:00,sensor_1,22.1,60.85,0.00922,0.000853,0.001117,0.011019,1,0
2018-01-04 23:00:00,sensor_1,21.57,59.51,0.004339,0.000617,0.000939,0.002238,0,0
2018-01-05 00:00:00,sensor_1,20.43,61.62,0.003282,0.000855,0.000524,0.014375,0,0
2018-01-05 01:00:00,sensor_1,19.66,59.59,0.000146,0.001461,0.001462,0.010313,0,0
2018-01-05 02:00:00,sensor_1,19.03,60.34,9e-05,0.00104,0.000563,0.012037,0,0
2018-01-05 03:00:00,sensor_1,18.34,61.25,0.000722,0.000208,0.000944,0.014322,0,0
2018-01-05 04:00:00,sensor_1,18.0,62.2,0.001977,0.002194,0.00079,0.009292,0,0
2018-01-05 05:00:00,sensor_1,18.0,61.72,0.001206,0.002305,0.001113,0.01138,1,1
2018-01-05 06:00:00,sensor_1,18.0,65.32,0.003293,0.001237,0.000904,0.014476,1,1
2018-01-05 07:00:00,sensor_1,18.0,65.63,0.002708,0.00064,0.001359,0.015314,1,1
2018-01-05 08:00:00,sensor_1,18.0,65.93,0.002127,0.000284,0.000907,0.013268,1,1
2018-01-05 09:00:00,sensor_1,18.0,68.35,0.002863,0.001272,0.000719,0.015348,0,1
2018-01-05 10:00:00,sensor_1,18.0,67.37,0.00086,0.000547,0.000894,0.014566,0,1
2018-01-05 11:00:00,sensor_1,18.0,62.89,0.000104,0.001679,0.000892,0.01347,0,1
2018-01-05 12:00:00,sensor_1,18.0,62.34,0.000874,7.8e-05,0.001355,0.018715,1,1
2018-01-05 13:00:00,sensor_1,18.48,59.59,0.002475,0.001013,0.000841,0.012038,0,1
2018-01-05 14:00:00,sensor_1,19.24,57.45,0.000177,0.002056,0.001165,0.004821,1,1
2018-01-05 15:00:00,sensor_1,19.66,59.33,0.001556,0.001514,0.001387,0.006845,0,1
2018-01-05 16:00:00,sensor_1,20.81,56.98,0.004104,0.001303,0.001104,0.012813,0,1
2018-01-05 17:00:00,sensor_1,20.85,55.4,0.004499,0.001889,0.001385,0.011628,0,1
2018-01-05 18:00:00,sensor_1,22.25,57.57,0.006824,0.001807,0.00121,0.009263,1,1
2018-01-05 19:00:00,sensor_1,22.2,56.98,0.007312,0.001571,0.000914,0.007858,1,1
2018-01-05 20:00:00,sensor_1,22.41,54.33,0.006921,0.001841,0.001209,0.012089,0,1
2018-01-05 21:00:00,sensor_1,22.24,55.5,0.004935,0.001408,0.001254,0.009066,1,1
2018-01-05 22:00:00,sensor_1,22.06,54.57,0.007393,0.001396,0.001135,0.010952,0,0
2018-01-05 23:00:00,sensor_1,21.81,57.1,0.006425,0.001118,0.000245,0.012125,0,0
2018-01-06 00:00:00,sensor_1,21.11,57.32,0.006326,0.001728,0.00094,0.011288,0,0
2018-01-06 01:00:00,sensor_1,20.73,58.21,0.002005,0.002134,0.00093,0.011152,1,0
2018-01-06 02:00:00,sensor_1,19.76,61.63,0.001808,0.001159,0.001125,0.011811,0,0
2018-01-06 03:00:00,sensor_1,19.48,65.06,0.001316,0.000917,0.001334,0.016329,0,0
2018-01-06 04:00:00,sensor_1,18.15,65.71,0.002065,0.001018,0.000991,0.015699,0,0
2018-01-06 05:00:00,sensor_1,18.0,66.07,0.00094,0.000658,0.000941,0.012011,0,1
2018-01-06 06:00:00,sensor_1,18.04,64.47,0.001909,0.001188,0.000758,0.015629,0,1
2018-01-06 07:00:00,sensor_1,18.0,63.27,0.001471,0.001712,0.000911,0.009763,0,1
2018-01-06 08:00:00,sensor_1,18.0,64.11,0.004691,0.001431,0.000737,0.014176,0,1
2018-01-06 09:00:00,sensor_1,18.0,68.54,0.003591,0.000684,0.000139,0.014295,0,1
2018-01-06 10:00:00,sensor_1,18.0,65.03,0.001602,0.001336,0.001033,0.014134,1,1
2018-01-06 11:00:00,sensor_1,18.0,66.16,0.003027,0.001089,0.001145,0.012498,0,1
2018-01-06 12:00:00,sensor_1,18.09,64.31,0.000386,0.000762,0.000708,0.018861,1,1
2018-01-06 13:00:00,sensor_1,18.49,63.81,0.002182,0.000362,0.001012,0.008422,0,1
2018-01-06 14:00:00,sensor_1,18.46,62.13,0.001043,0.001767,0.000836,0.01313,0,1
2018-01-06 15:00:00,sensor_1,19.73,61.44,0.001293,0.001182,0.000978,0.011475,1,1
2018-01-06 16:00:00,sensor_1,20.69,59.76,0.004165,0.001384,0.001063,0.010571,0,1
2018-01-06 17:00:00,sensor_1,21.05,60.64,0.002742,0.002095,0.001552,0.011317,1,1
2018-01-06 18:00:00,sensor_1,21.65,60.18,0.004738,0.001352,0.000989,0.010772,0,1
2018-01-06 19:00:00,sensor_1,22.01,57.89,0.005323,0.001305,0.00104,0.011689,0,1
2018-01-06 20:00:00,sensor_1,22.03,56.77,0.00366,0.001595,0.000741,0.00886,1,1
2018-01-06 21:00:00,sensor_1,22.13,56.4,0.004247,0.000754,0.000875,0.010592,0,1
2018-01-06 22:00:00,sensor_1,21.94,56.7,0.005883,0.001431,0.000664,0.008285,0,0
2018-01-06 23:00:00,sensor_1,21.09,55.06,0.003705,0.000276,0.000741,0.009408,0,0
2018-01-07 00:00:00,sensor_1,20.42,55.8,0.003894,0.001405,0.000556,0.012574,1,0
2018-01-07 01:00:00,sensor_1,19.98,57.03,0.000989,0.000454,0.001283,0.008621,0,1
2018-01-07 02:00:00,sensor_1,19.64,58.8,0.000409,0.001113,0.001055,0.013133,0,0
2018-01-07 03:00:00,sensor_1,18.29,59.77,0.001608,0.001957,0.001206,0.013805,0,0
2018-01-07 04:00:00,sensor_1,18.0,62.02,0.001622,0.000156,0.00083,0.014828,0,0
2018-01-07 05:00:00,sensor_1,18.0,60.58,0.002125,0.001852,0.001396,0.012256,1,1
2018-01-07 06:00:00,sensor_1,18.0,62.34,0.001945,0.001257,0.000798,0.015869,1,1
2018-01-07 07:00:00,sensor_1,18.0,62.43,0.003606,0.000854,0.000702,0.017482,0,1
2018-01-07 08:00:00,sensor_1,18.0,62.46,0.002636,0.000626,0.001058,0.01577,0,0
2018-01-07 09:00:00,sensor_1,18.0,62.86,0.002154,0.000584,0.001084,0.017389,0,0
2018-01-07 10:00:00,sensor_1,18.0,65.07,0.00242,0.002171,0.000542,0.01458,1,1
2018-01-07 11:00:00,sensor_1,18.0,62.17,0.00316,0.001035,0.001152,0.012082,0,1
2018-01-07 12:00:00,sensor_1,18.0,61.31,0.003127,0.000919,0.000507,0.013254,0,1
2018-01-07 13:00:00,sensor_1,18.56,62.12,0.000541,0.00182,0.001186,0.012221,1,1
2018-01-07 14:00:00,sensor_1,19.57,61.29,6.9e-05,0.00104,0.001432,0.015753,1,1
2018-01-07 15:00:00,sensor_1,19.7,59.67,0.000495,0.000165,0.000679,0.011871,0,1
2018-01-07 16:00:00,sensor_1,21.44,59.8,0.005407,0.000844,0.000938,0.014185,0,1
2018-01-07 17:00:00,sensor_1,21.62,60.12,0.004748,0.000723,0.001151,0.011056,0,1
2018-01-07 18:00:00,sensor_1,21.9,61.21,0.005927,0.001511,0.001872,0.012889,0,1
2018-01-07 19:00:00,sensor_1,22.72,58.74,0.007898,0.000904,0.000393,0.009585,0,1
2018-01-07 20:00:00,sensor_1,22.35,59.72,0.006916,0.001117,0.000528,0.012935,0,1
2018-01-07 21:00:00,sensor_1,22.91,58.33,0.006846,0.001068,0.000851,0.012433,0,1
2018-01-07 22:00:00,sensor_1,22.64,60.17,0.006939,0.001211,0.001016,0.01129,0,0
2018-01-07 23:00:00,sensor_1,21.99,62.49,0.006967,0.001064,0.000898,0.013627,0,0
2018-01-08 00:00:00,sensor_1,22.09,63.44,0.006209,0.000781,0.00105,0.013231,0,0
2018-01-08 01:00:00,sensor_1,21.41,63.04,0.00775,0.000999,0.000627,0.011815,0,0
2018-01-08 02:00:00,sensor_1,20.64,65.29,0.00381,0.000968,0.00098,0.01589,1,0
2018-01-08 03:00:00,sensor_1,19.21,66.27,0.000526,0.001197,0.000936,0.015588,0,0
2018-01-08 04:00:00,sensor_1,18.55,68.41,0.001667,0.000714,0.001269,0.014946,0,0
2018-01-08 05:00:00,sensor_1,18.0,69.49,0.003095,0.000735,0.00071,0.017475,1,1
2018-01-08 06:00:00,sensor_1,18.0,70.0,0.002134,0.002358,0.001281,0.017099,1,1
2018-01-08 07:00:00,sensor_1,18.0,70.0,0.002712,0.001775,0.001045,0.019229,0,1
2018-01-08 08:00:00,sensor_1,18.0,69.3,0.002629,0.001079,0.001682,0.016393,1,1
2018-01-08 09:00:00,sensor_1,18.0,69.64,0.003366,0.001013,0.000738,0.014529,0,1
2018-01-08 10:00:00,sensor_1,18.1,65.87,0.001895,0.000783,0.000778,0.018633,1,1
2018-01-08 11:00:00,sensor_1,18.31,64.12,0.000934,0.001215,0.001315,0.014523,0,1
2018-01-08 12:00:00,sensor_1,19.75,64.13,0.0021,0.001475,0.001031,0.014574,1,1
2018-01-08 13:00:00,sensor_1,20.94,62.42,0.001701,0.00039,0.000772,0.013482,1,1
2018-01-08 14:00:00,sensor_1,21.4,60.03,0.004298,0.001823,0.001442,0.012799,1,1
2018-01-08 15:00:00,sensor_1,21.32,60.14,0.004673,0.000326,0.001538,0.012245,1,1
2018-01-08 16:00:00,sensor_1,21.77,62.4,0.004198,0.000649,0.000431,0.016379,0,1
2018-01-08 17:00:00,sensor_1,22.65,59.22,0.007657,0.001002,0.000752,0.011976,1,1
2018-01-08 18:00:00,sensor_1,23.29,59.7,0.008756,0.001631,0.001092,0.010718,1,1
2018-01-08 19:00:00,sensor_1,23.4,60.13,0.007425,0.001073,0.001369,0.015116,1,1
2018-01-08 20:00:00,sensor_1,23.69,57.57,0.007983,0.001003,0.001226,0.01075,0,1
2018-01-08 21:00:00,sensor_1,23.05,59.01,0.007088,0.000251,0.001417,0.014293,1,1
2018-01-08 22:00:00,sensor_1,22.53,60.83,0.006457,0.000415,0.00063,0.01532,0,0
2018-01-08 23:00:00,sensor_1,21.95,62.74,0.006907,0.001322,0.001068,0.014003,0,0
2018-01-09 00:00:00,sensor_1,21.68,60.28,0.006341,0.000747,0.000826,0.010104,1,0
2018-01-09 01:00:00,sensor_1,21.1,63.01,0.004314,0.001887,0.000916,0.013976,0,0
2018-01-09 02:00:00,sensor_1,19.82,65.69,0.000781,0.000111,0.001332,0.014993,0,0
2018-01-09 03:00:00,sensor_1,19.15,65.83,0.000203,0.000799,0.000942,0.015735,0,0
2018-01-09 04:00:00,sensor_1,18.64,67.2,0.000465,0.001135,0.001114,0.015341,0,0
2018-01-09 05:00:00,sensor_1,18.0,65.27,0.00073,0.0011,0.001154,0.015198,0,1
2018-01-09 06:00:00,sensor_1,18.0,67.53,0.002403,0.001421,0.001055,0.016246,1,1
2018-01-09 07:00:00,sensor_1,18.0,64.59,0.002379,0.000548,0.000845,0.015539,0,1
2018-01-09 08:00:00,sensor_1,18.0,66.1,0.001498,0.001441,0.001493,0.014656,0,1
2018-01-09 09:00:00,sensor_1,18.0,66.08,0.001905,0.001627,0.001079,0.01505,1,1
2018-01-09 10:00:00,sensor_1,18.0,66.73,0.003205,0.000385,0.001323,0.017549,1,1
2018-01-09 11:00:00,sensor_1,18.0,64.84,0.001531,0.001765,0.001542,0.015979,1,1
2018-01-09 12:00:00,sensor_1,18.41,63.98,0.000621,0.001139,0.001002,0.017963,0,1
2018-01-09 13:00:00,sensor_1,19.37,63.33,0.000949,0.001391,0.001103,0.013283,1,1
2018-01-09 14:00:00,sensor_1,19.69,60.0,0.000918,0.000772,0.001,0.010145,0,1
2018-01-09 15:00:00,sensor_1,20.5,58.4,0.002789,0.000805,0.000746,0.009732,0,1
2018-01-09 16:00:00,sensor_1,21.05,58.74,0.003445,0.001022,0.000565,0.008663,0,1
2018-01-09 17:00:00,sensor_1,21.86,55.35,0.006804,0.001019,0.001153,0.00592,1,1
2018-01-09 18:00:00,sensor_1,24.01,53.28,0.01122,0.000861,0.000978,0.005511,1,1
2018-01-09 19:00:00,sensor_1,24.31,53.53,0.00971,0.000937,0.001292,0.010802,0,1
2018-01-09 20:00:00,sensor_1,24.7,52.71,0.011179,0.001527,0.000583,0.008153,0,1
2018-01-09 21:00:00,sensor_1,24.51,54.7,0.009836,0.000446,0.000776,0.009555,1,1
2018-01-09 22:00:00,sensor_1,24.5,55.9,0.011381,0.001042,0.001642,0.007504,0,0
2018-01-09 23:00:00,sensor_1,23.41,55.04,0.009385,0.00099,0.000947,0.01253,0,0
2018-01-10 00:00:00,sensor_1,22.93,57.27,0.007878,0.001698,0.001739,0.009359,1,0
2018-01-10 01:00:00,sensor_1,22.37,58.43,0.00639,0.000419,0.00115,0.01465,0,0
2018-01-10 02:00:00,sensor_1,21.05,59.58,0.005008,0.001515,0.001285,0.01379,0,0
2018-01-10 03:00:00,sensor_1,20.23,58.16,0.00294,0.001175,0.000539,0.010243,0,0
2018-01-10 04:00:00,sensor_1,19.12,62.27,0.001112,0.001096,0.001294,0.013974,0,0
2018-01-10 05:00:00,sensor_1,18.91,64.36,0.000426,0.001473,0.001299,0.013211,1,1
2018-01-10 06:00:00,sensor_1,18.14,63.14,0.002535,0.000932,0.000652,0.013747,0,1
2018-01-10 07:00:00,sensor_1,18.11,63.46,0.00325,0.001483,0.001001,0.011727,1,1
2018-01-10 08:00:00,sensor_1,18.0,63.66,0.002173,0.000956,0.000732,0.013422,0,1
2018-01-10 09:00:00,sensor_1,18.0,63.24,0.00286,0.001349,0.000977,0.00977,0,1
2018-01-10 10:00:00,sensor_1,18.25,59.85,0.002691,0.000696,0.000476,0.016083,0,1
2018-01-10 11:00:00,sensor_1,18.61,59.38,0.001349,0.000668,0.000674,0.013269,0,1
2018-01-10 12:00:00,sensor_1,18.51,60.53,0.002759,0.000715,0.001158,0.012681,1,1
2018-01-10 13:00:00,sensor_1,19.33,60.02,0.003322,0.001113,0.000838,0.013686,0,1
2018-01-10 14:00:00,sensor_1,19.94,57.46,0.001215,0.001264,0.001503,0.011815,1,1
2018-01-10 15:00:00,sensor_1,21.09,55.28,0.003529,0.000884,0.001074,0.008259,1,1
2018-01-10 16:00:00,sensor_1,21.5,58.0,0.005361,0.001846,0.001188,0.01287,0,1
2018-01-10 17:00:00,sensor_1,21.94,57.07,0.005415,0.001526,0.000829,0.008411,1,1
2018-01-10 18:00:00,sensor_1,22.39,53.45,0.005445,0.001273,0.001018,0.010946,1,1
2018-01-10 19:00:00,sensor_1,23.35,52.72,0.006933,0.000723,0.000998,0.011857,0,1
2018-01-10 20:00:00,sensor_1,23.71,54.04,0.009964,0.001179,0.000997,0.009806,1,1
2018-01-10 21:00:00,sensor_1,22.44,56.8,0.007812,0.00209,0.001654,0.008738,0,1
2018-01-10 22:00:00,sensor_1,22.42,56.54,0.009708,0.000758,0.001315,0.015124,0,0
2018-01-10 23:00:00,sensor_1,21.97,55.24,0.006159,0.000985,0.000676,0.008685,0,0
2018-01-11 00:00:00,sensor_1,21.58,57.64,0.00379,0.001136,0.001797,0.012912,0,0
2018-01-11 01:00:00,sensor_1,21.1,57.36,0.003739,0.000881,0.001292,0.014307,1,0
2018-01-11 02:00:00,sensor_1,19.91,58.7,0.001798,0.001802,0.00046,0.009874,0,0
2018-01-11 03:00:00,sensor_1,18.87,59.8,0.001779,0.001382,0.001472,0.017297,0,0
2018-01-11 04:00:00,sensor_1,18.89,58.39,8.5e-05,0.000757,0.001028,0.011391,0,0
2018-01-11 05:00:00,sensor_1,18.0,60.38,0.001214,0.001125,0.000594,0.010654,1,1
2018-01-11 06:00:00,sensor_1,18.0,60.97,0.003843,0.000738,0.000986,0.014506,0,1
2018-01-11 07:00:00,sensor_1,18.0,60.25,0.000363,0.000889,0.000373,0.01333,0,1
2018-01-11 08:00:00,sensor_1,18.0,61.33,0.00373,0.00222,0.000728,0.013404,0,1
2018-01-11 09:00:00,sensor_1,18.0,61.72,0.002682,0.001688,0.000944,0.01356,0,1
2018-01-11 10:00:00,sensor_1,18.0,63.91,0.002069,0.001067,0.00091,0.012281,1,1
2018-01-11 11:00:00,sensor_1,18.0,63.84,0.001772,0.001169,0.001025,0.014248,1,1
2018-01-11 12:00:00,sensor_1,18.19,60.28,0.000647,0.000776,0.000869,0.011977,0,0
2018-01-11 13:00:00,sensor_1,19.44,60.65,0.000362,0.00187,0.00067,0.010286,1,1
2018-01-11 14:00:00,sensor_1,20.66,58.9,0.00444,0.001248,0.000722,0.011995,0,1
2018-01-11 15:00:00,sensor_1,21.16,56.55,0.004548,0.000564,0.000355,0.013025,0,1
2018-01-11 16:00:00,sensor_1,21.6,57.09,0.005348,0.000261,0.001143,0.013015,1,1
2018-01-11 17:00:00,sensor_1,22.32,54.62,0.008046,0.001102,0.000659,0.008071,1,1
2018-01-11 18:00:00,sensor_1,22.89,55.27,0.007484,0.001092,0.001645,0.008939,1,1
2018-01-11 19:00:00,sensor_1,22.87,53.84,0.009737,0.000965,0.000779,0.008548,1,1
2018-01-11 20:00:00,sensor_1,23.48,56.07,0.009371,0.000654,0.000845,0.013585,1,1
2018-01-11 21:00:00,sensor_1,23.27,55.64,0.008249,0.001769,0.001193,0.009277,1,1
2018-01-11 22:00:00,sensor_1,22.41,59.44,0.007131,0.001375,0.001596,0.010115,0,0
2018-01-11 23:00:00,sensor_1,21.21,56.35,0.004277,0.000558,0.000875,0.011884,0,0
2018-01-12 00:00:00,sensor_1,20.01,59.86,0.002685,0.000744,0.000958,0.015083,0,0
2018-01-12 01:00:00,sensor_1,19.72,58.28,0.000783,0.00041,0.000892,0.008286,0,0
2018-01-12 02:00:00,sensor_1,18.74,63.57,0.000683,0.001491,0.000937,0.012909,0,0
2018-01-12 03:00:00,sensor_1,18.17,60.9,0.001682,0.001668,0.000792,0.014927,0,0
2018-01-12 04:00:00,sensor_1,18.0,61.67,0.002277,0.000568,0.001447,0.0104,0,0
2018-01-12 05:00:00,sensor_1,18.0,61.04,0.001569,0.000441,0.000905,0.011864,0,1
2018-01-12 06:00:00,sensor_1,18.0,62.46,0.001922,0.000873,0.001088,0.012394,0,1
2018-01-12 07:00:00,sensor_1,18.0,63.74,0.003116,0.001078,0.00059,0.015637,0,1
2018-01-12 08:00:00,sensor_1,18.0,63.05,0.002011,0.001015,0.000548,0.013262,1,1
